city_id,市名,都道府県,実装状態
oita,大分市,大分県,実装済
beppu,別府市,大分県,実装済
nakatsu,中津市,大分県,実装済
hita,日田市,大分県,未実装
usuki,臼杵市,大分県,未実装
tsukumi,津久見市,大分県,未実装
bungo_takada,豊後高田市,大分県,未実装
kitsuki,杵築市,大分県,未実装
usa,宇佐市,大分県,未実装
bungo_ono,豊後大野市,大分県,未実装
yufu,由布市,大分県,未実装
kunisaki,国東市,大分県,未実装
miyazaki,宮崎市,宮崎県,実装済
miyakonojo,都城市,宮崎県,実装済
nobeoka,延岡市,宮崎県,実装済
hyuga,日向市,宮崎県,未実装
kobayashi,小林市,宮崎県,未実装
nichinan,日南市,宮崎県,未実装
kushima,串間市,宮崎県,未実装
saito,西都市,宮崎県,未実装
ebino,えびの市,宮崎県,未実装
kagoshima,鹿児島市,鹿児島県,実装済
kanoya,鹿屋市,鹿児島県,未実装
makurazaki,枕崎市,鹿児島県,未実装
akune,阿久根市,鹿児島県,未実装
izumi,出水市,鹿児島県,未実装
ibusuki,指宿市,鹿児島県,未実装
nishi_no_omote,西之表市,鹿児島県,未実装
tarumizu,垂水市,鹿児島県,未実装
satsumasendai,薩摩川内市,鹿児島県,未実装
hioki,日置市,鹿児島県,未実装
ichiki_kushikino,いちき串木野市,鹿児島県,未実装
minami_satsuma,南さつま市,鹿児島県,未実装
shibushi,志布志市,鹿児島県,未実装
amami,奄美市,鹿児島県,未実装
minami_kyushu,南九州市,鹿児島県,未実装
aira,姶良市,鹿児島県,未実装
naha,那覇市,沖縄県,実装済
ginowan,宜野湾市,沖縄県,未実装
ishigaki,石垣市,沖縄県,未実装
urasoe,浦添市,沖縄県,未実装
nago,名護市,沖縄県,未実装
itoman,糸満市,沖縄県,未実装
okinawa,沖縄市,沖縄県,未実装
tomigusuku,豊見城市,沖縄県,未実装
uruma,うるま市,沖縄県,未実装
nanjo,南城市,沖縄県,未実装
